BVF.DL,musp.DL,B.DL,Mel.DL,O2.DL,BVF.true,musp.true,B.true,Mel.true,O2.true
1.9548,16.92399165,1.883,0.034014,72.14,1.8889,16.667,1.8333,0,73.333
3.2112,27.63096976,1.4162,0.19896,92.097,3.2222,27.778,1.3,0.22222,91.111
2.9733,13.94675565,1.5691,0.26262,97.34,2.7778,14.444,1.3,0.22222,95.556
3.4902,9.55936072,2.2939,1.7008,82.981,3.6667,10,2.5,1.7778,82.222
1.952,28.35903305,2.0606,0.24062,59.998,1.8889,27.778,2.5,0.22222,60
1.8997,20.86212029,2.0361,1.4935,79.695,1.8889,21.111,2.2333,1.5556,77.778
3.4907,29.3961808,1.5261,1.371,87.977,3.2222,27.778,1.3,1.3333,95.556
1.4759,22.53667731,1.8304,1.6031,78.766,1.4444,21.111,1.8333,1.5556,77.778
3.6206,25.10147107,1.4536,0.0090547,85.679,3.6667,25.556,1.5667,0,86.667
4.7852,15.49186232,1.9324,0.70382,50.342,4.1111,12.222,1.4333,0.44444,60
3.7393,30.9394786,2.371,1.3731,91.321,3.6667,30,2.3667,1.3333,91.111
1.752,19.87099719,1.8419,1.645,76.563,1.8889,21.111,2.1,1.7778,73.333
2.5571,8.649103801,2.2143,0.098633,84.807,2.7778,10,2.3667,0.22222,77.778
3.8353,21.17464124,1.6804,1.4255,62.352,3.6667,18.889,1.7,1.3333,60
1.6268,30.10310987,1.8334,1.3638,75.345,1.4444,30,1.7,1.3333,73.333
4.6981,14.7763502,2.2416,1.5518,68.02,5,14.444,2.3667,1.5556,60
4.5288,30.53361511,1.9659,0.0056188,78.085,4.5556,30,2.2333,0,77.778
1.4355,12.61108517,2.2014,1.6634,84.919,1.4444,12.222,2.1,1.5556,86.667
3.2736,13.96536148,2.2652,0.22147,102.24,3.2222,14.444,2.2333,0.22222,100
2.7649,19.5777953,2.1778,1.5308,80.032,2.7778,18.889,2.3667,1.5556,77.778
3.9199,28.6530405,1.9748,1.7856,70.97,4.1111,30,1.9667,1.7778,68.889
3.7899,17.61306043,1.3523,1.5925,68.208,3.6667,16.667,1.4333,1.5556,68.889
0.99906,14.62876815,2.1304,1.6365,87.741,1,12.222,1.7,1.3333,100
2.3829,18.57270297,2.3707,1.1394,103.12,2.3333,18.889,2.3667,1.1111,100
0.97083,23.06849516,1.9585,0.2387,91.614,1,23.333,2.3667,0.22222,91.111
4.688,12.46112033,1.8468,1.1569,76.668,4.5556,12.222,1.8333,1.1111,73.333
4.1653,8.639812317,1.7107,1.1236,95.845,4.1111,10,1.7,1.1111,95.556
2.9843,26.65348793,1.5216,1.369,82.214,2.7778,25.556,1.4333,1.3333,86.667
4.4567,9.747992692,1.8181,1.812,82.745,5,10,1.9667,1.7778,86.667
1.9245,22.3199537,2.1597,1.88,79.568,1.8889,23.333,2.3667,2,73.333
2.3929,19.87332015,1.924,0.22297,57.696,2.3333,18.889,1.7,0.22222,60
1.8982,12.69024111,2.2877,0.67689,77.728,1.4444,10,1.5667,0.44444,82.222
3.4874,16.65837651,1.7228,0.77048,63.707,3.2222,14.444,1.5667,0.66667,73.333
2.3144,27.943512,1.9619,0.26315,98.839,2.3333,27.778,1.7,0.22222,100
2.3989,28.25524048,2.226,1.4975,78.747,2.3333,30,2.5,1.5556,73.333
3.0101,9.880287597,1.8941,0.0078851,85.538,3.2222,10,1.9667,0,82.222
4.9766,13.83145166,1.9392,0.67208,68.858,5,14.444,1.9667,0.66667,68.889
1.9953,21.94119108,1.3989,1.8431,81.894,1.8889,21.111,1.3,1.7778,82.222
4.0387,30.26241479,2.2009,0.0090268,68.179,4.1111,30,2.5,0,68.889
1.7989,18.80308914,2.0068,-0.018398,88.692,1.8889,18.889,2.3667,0,86.667
1.1574,9.577549481,2.0309,1.3296,63.062,1.4444,10,2.1,1.3333,60
2.3301,29.273471,1.9833,0.050536,95.122,2.3333,30,2.1,0,95.556
4.197,27.78215012,1.7777,1.7391,72.088,4.5556,30,1.8333,1.7778,73.333
3.4723,19.35212981,1.7265,1.4635,67.437,3.2222,16.667,1.7,1.3333,64.444
3.0773,12.22622928,2.0588,0.75098,83.178,3.2222,14.444,2.2333,0.88889,77.778
1.2614,8.836906171,2.3179,1.447,76.095,1.4444,10,2.5,1.5556,68.889
3.6681,18.58385104,1.5222,1.9069,66.771,3.6667,18.889,1.5667,2,64.444
3.5722,24.88958721,1.5289,1.7396,69.613,3.6667,25.556,1.5667,1.7778,68.889
1.1077,25.79701697,1.8489,0.72844,66.075,1,23.333,1.5667,0.66667,68.889
3.5836,26.28331149,1.9369,1.9723,91.284,3.6667,27.778,1.8333,2,95.556
4.1724,23.34867668,1.451,1.0768,95.155,4.1111,23.333,1.4333,1.1111,95.556
4.8035,13.28276081,1.6317,1.4557,96.796,4.5556,12.222,1.5667,1.3333,100
0.88718,22.83255976,1.7829,0.95509,63.579,1,21.111,1.7,0.88889,68.889
4.3114,25.42327048,1.2468,0.81276,83.43,4.5556,27.778,1.3,0.88889,82.222
4.6099,19.98682429,1.8639,1.581,96.077,4.5556,18.889,1.8333,1.5556,95.556
3.8265,22.11485402,1.849,0.44869,85.239,3.6667,21.111,1.8333,0.44444,86.667
1.4166,24.72243626,1.9313,0.2044,87.745,1.4444,25.556,2.1,0.22222,86.667
2.7923,26.65055375,2.0811,1.9652,82.948,2.7778,27.778,2.1,2,86.667
2.5847,9.675087484,2.0782,0.23374,63.122,2.3333,10,1.5667,0.22222,60
3.6342,28.05914411,1.9348,0.22704,73.623,3.6667,27.778,1.9667,0.22222,73.333
4.8675,10.69925639,1.6106,0.15008,77.55,5,12.222,1.8333,0.22222,77.778
4.6266,29.65382972,1.3455,-0.025603,91.877,4.5556,30,1.3,0,91.111
3.5934,27.11825237,2.2337,1.7901,87.748,3.6667,27.778,2.2333,1.7778,86.667
1.8601,18.70428396,1.9482,1.7227,78.692,1.8889,18.889,2.1,1.7778,73.333
0.88835,26.90330915,1.812,0.84489,85.621,1,27.778,1.9667,0.88889,82.222
4.1103,23.99842472,2.0866,0.61875,70.367,4.5556,27.778,2.3667,0.66667,64.444
2.3703,23.17688783,1.8004,-0.0092719,62.928,2.3333,23.333,1.4333,0,64.444
4.6572,19.15382745,2.3149,1.5158,73.842,5,18.889,2.5,1.5556,68.889
1.9729,26.84938945,1.946,1.2839,72.407,1.8889,27.778,2.1,1.3333,64.444
4.0476,22.88747158,1.6499,1.0817,68.239,4.1111,23.333,1.7,1.1111,64.444
2.4054,15.6874239,1.2946,1.4489,64.69,2.3333,14.444,1.3,1.3333,60
3.8776,24.11988216,1.9157,0.72388,84.618,3.6667,21.111,1.8333,0.66667,91.111
2.4959,17.55967372,1.4363,1.8189,73.988,2.3333,16.667,1.4333,1.7778,73.333
1.416,10.68698421,1.6632,1.5573,68.605,1.4444,10,1.4333,1.3333,68.889
0.80695,19.07281864,2.164,0.00072276,73.766,1,18.889,2.5,0,73.333
4.1618,10.01901647,2.0942,1.7769,74.532,4.5556,10,2.2333,1.7778,68.889
1.3231,17.03506143,2.2837,0.5487,95.544,1,14.444,1.5667,0.44444,95.556
1.2526,18.6952066,1.7507,1.5031,73.099,1.4444,18.889,1.9667,1.5556,64.444
4.188,15.28730202,2.0426,0.84302,91.013,3.6667,12.222,1.7,0.66667,100
3.7757,18.37096886,1.6483,0.57791,62.382,3.2222,14.444,1.3,0.44444,73.333
4.984,11.1225598,1.4854,0.14802,92.244,5,12.222,1.7,0.22222,91.111
1.4971,18.8998015,2.4567,1.0777,85.675,1,12.222,1.4333,0.66667,100
3.4794,10.25035897,1.8694,1.505,92.192,3.2222,10,1.7,1.3333,100
3.5727,22.84367661,2.1458,1.7318,88.117,3.6667,23.333,2.2333,1.7778,86.667
2.7256,26.63039302,2.1847,1.0377,100.88,2.7778,27.778,2.2333,1.1111,100
1.7468,17.02522004,1.7447,1.3125,67.162,1.8889,16.667,1.9667,1.3333,60
4.9183,27.19256315,1.6561,0.42247,71.566,5,27.778,1.5667,0.44444,68.889
2.8234,27.9087934,2.5495,0.022576,60.472,2.7778,27.778,2.5,0,60
4.8811,21.77919694,1.6807,1.1453,68.137,5,21.111,1.7,1.1111,64.444
1.399,11.34400893,2.0746,-0.044663,73.813,1.4444,12.222,2.2333,0,73.333
2.5332,10.188834,1.8552,-0.0042773,82.416,2.7778,10,2.1,0,82.222
4.5336,27.95411474,2.3318,1.1166,80.679,5,30,2.5,1.1111,73.333
2.7269,29.82709672,1.6167,0.86146,93.879,2.7778,30,1.4333,0.88889,95.556
1.6951,15.16662021,2.1061,2.0688,88.643,1.4444,14.444,1.9667,2,100
5.1405,20.40906202,1.8196,0.46111,79.878,5,18.889,1.8333,0.44444,82.222
1.4807,14.89323627,1.7688,0.81721,46.798,1.4444,12.222,1.4333,0.66667,60
3.8842,14.85781986,1.9359,0.042256,65.363,3.6667,14.444,1.5667,0,64.444
1.5409,12.94388904,2.2619,0.72824,79.731,1.4444,12.222,2.1,0.66667,86.667
2.2695,13.209177,2.1489,2.0676,89.596,1.8889,12.222,1.9667,2,100
2.0475,22.39242291,1.6938,0.2566,59.332,1.8889,21.111,1.4333,0.22222,60
4.6611,9.454289871,1.7236,0.23748,76.705,4.1111,10,1.4333,0.22222,77.778
3.8718,12.017366,2.2631,1.6838,84.73,4.1111,12.222,2.5,1.7778,86.667
2.9352,10.13093659,1.7688,1.8149,79.539,2.7778,10,1.7,1.7778,86.667
3.0893,14.26034571,2.1514,0.53835,60.234,2.7778,12.222,1.8333,0.44444,68.889
5.1115,21.80118817,1.6907,0.42702,78.649,5,21.111,1.7,0.44444,77.778
0.7381,11.63871869,2.185,0.22169,84.145,1,12.222,2.5,0.22222,77.778
1.9477,16.93392592,1.8955,0.046346,67.384,1.8889,16.667,1.8333,0,68.889
1.0913,18.38466325,2.1723,0.69246,65.584,1,18.889,2.2333,0.66667,68.889
4.2507,8.889257625,1.7486,0.88744,88.933,4.1111,10,1.7,0.88889,91.111
2.8591,25.29791436,1.7334,0.69981,72.237,2.7778,23.333,1.7,0.66667,73.333
5.0858,18.11586105,1.6876,0.47494,70.194,5,16.667,1.7,0.44444,73.333
0.90512,23.36769827,1.3417,1.9572,71.605,1,23.333,1.3,2,73.333
1.3865,15.9392312,2.1001,0.20126,96.052,1.4444,16.667,2.1,0.22222,95.556
4.631,9.819396191,2.0347,0.32133,59.474,4.1111,10,1.5667,0.22222,64.444
3.8993,14.25743569,1.4152,1.9291,84.129,3.6667,14.444,1.3,2,91.111
2.767,25.47370495,1.6291,0.43253,77.005,2.7778,25.556,1.7,0.44444,77.778
1.4585,19.67796817,1.9697,1.0607,84.551,1.4444,16.667,1.5667,0.88889,95.556
3.1099,14.69931818,1.4492,1.9717,84.93,2.7778,14.444,1.3,2,95.556
3.9949,26.3368671,1.3776,1.0329,78.412,4.1111,27.778,1.4333,1.1111,77.778
1.9373,24.15942752,2.0299,1.4651,78.836,1.8889,25.556,2.2333,1.5556,77.778
5.175,23.8390471,1.7332,0.19594,60.392,5,23.333,1.4333,0.22222,60
4.4466,11.29487718,1.5681,1.6154,66.504,4.1111,10,1.3,1.3333,60
3.4414,23.8811557,1.652,1.6821,70.21,3.6667,25.556,1.8333,1.7778,68.889
0.77933,21.88521357,1.5359,1.5741,70.355,1,21.111,1.5667,1.5556,64.444
1.8445,23.08770804,1.9871,0.007258,76.643,1.8889,23.333,2.3667,0,73.333
1.8901,20.19250224,2.1678,1.6751,84.986,1.8889,21.111,2.3667,1.7778,82.222
3.9404,20.93708824,2.0068,1.9147,75.387,4.1111,21.111,2.1,2,77.778
1.8699,20.02795201,2.2096,1.637,82.057,1.8889,21.111,2.5,1.7778,73.333
1.3095,17.18092725,2.083,1.2874,75.763,1.4444,16.667,2.3667,1.3333,68.889
1.6166,9.609093349,2.2896,1.838,76.784,1.4444,10,2.5,2,64.444
4.7712,18.18587387,1.3949,1.3974,87.202,4.5556,16.667,1.4333,1.3333,86.667
4.5069,18.6730742,1.7934,-0.064965,94.925,4.5556,18.889,1.8333,0,95.556
5.011,27.37275049,1.5855,0.42589,64.523,5,27.778,1.3,0.44444,60
4.6149,21.04964725,1.4612,1.0536,103.12,4.5556,21.111,1.4333,1.1111,100
2.7466,23.46588195,2.1466,0.42906,84.747,2.7778,23.333,2.3667,0.44444,86.667
3.0331,17.14217034,1.9913,0.79676,83.552,3.2222,18.889,2.2333,0.88889,77.778
3.7242,18.54462937,2.0743,0.71469,80.863,3.6667,16.667,2.1,0.66667,86.667
2.0369,21.45499468,1.8905,0.93267,74.348,2.3333,25.556,2.5,1.1111,60
1.4818,18.26794087,1.7157,-0.001128,71.934,1.4444,18.889,1.3,0,73.333
1.1497,15.13169011,1.8129,1.0594,80.445,1.4444,16.667,1.9667,1.1111,77.778
1.5101,27.23445128,2.0692,1.8449,77.198,1.4444,30,2.2333,2,73.333
3.2021,23.19961089,1.8893,1.5671,95.915,2.7778,18.889,1.5667,1.3333,100
4.9936,23.60627563,2.0336,0.42747,80.318,5,23.333,2.1,0.44444,77.778
1.0806,29.07659781,2.0141,0.26134,90.453,1,27.778,1.3,0.22222,95.556
3.532,16.06399076,1.5136,1.4479,75.515,3.2222,14.444,1.4333,1.3333,77.778
1.691,27.0896931,1.4158,0.85221,70.59,1.8889,30,1.5667,0.88889,64.444
5.1118,13.9391027,2.0997,1.2914,66.705,5,12.222,1.9667,1.1111,60
1.2893,25.48166319,2.3274,1.6353,93.607,1,23.333,2.1,1.5556,100
3.2306,24.92360973,1.4614,1.7434,80.222,3.2222,25.556,1.4333,1.7778,82.222
3.4656,13.85906529,2.1153,1.8124,77.328,3.6667,14.444,2.3667,2,82.222
3.1867,14.22275825,1.8291,1.7055,68.274,3.2222,14.444,1.9667,1.7778,64.444
4.1856,11.89779293,1.8174,1.5514,88.055,4.1111,12.222,1.8333,1.5556,91.111
1.6638,21.56083827,1.6905,0.52329,60.588,1.4444,18.889,1.3,0.44444,60
4.9893,26.00566265,1.8285,-0.011574,82.33,5,25.556,1.9667,0,82.222
5.1343,21.81216646,1.6613,0.4181,82.656,5,21.111,1.7,0.44444,82.222
2.3405,22.67887911,1.4381,0.91952,70.659,2.3333,21.111,1.4333,0.88889,73.333
2.7826,13.93698561,2.3726,1.6893,91.897,2.7778,14.444,2.5,1.7778,91.111
1.8677,25.59432224,1.9115,1.2358,72.412,1.8889,27.778,2.2333,1.3333,64.444
5.1209,9.046416386,1.393,1.2326,90.483,5,10,1.3,1.1111,86.667
1.4013,25.1490052,1.6928,0.64982,69.722,1.4444,25.556,1.8333,0.66667,68.889
4.3903,20.23284063,1.7296,1.9026,79.656,4.5556,21.111,1.7,2,77.778
1.8348,25.19208866,2.164,0.010903,97.253,1.8889,25.556,2.5,0,95.556
3.3066,10.07378248,1.6967,1.9272,73.772,3.2222,10,1.7,2,73.333
1.7046,25.34894412,1.997,0.75911,97.824,1.8889,30,2.5,0.88889,91.111
4.0073,27.19035449,1.9339,1.5435,82.641,4.1111,27.778,1.9667,1.5556,82.222
4.0749,30.3000134,2.1737,0.011063,67.682,4.1111,30,2.3667,0,68.889
2.396,28.60853726,1.6704,1.9689,75.208,2.3333,30,1.5667,2,82.222
4.1116,25.72578308,1.9013,0.22092,86.936,4.1111,25.556,1.9667,0.22222,86.667
1.9764,19.97562629,1.9609,0.24064,58.895,1.8889,18.889,1.8333,0.22222,60
2.8688,12.00844752,2.2128,1.8722,83.759,2.7778,12.222,2.3667,2,91.111
2.7678,29.93638837,2.0198,-0.0057143,78.568,2.7778,30,2.2333,0,77.778
0.94612,25.51844015,1.9154,1.0022,85.982,1,27.778,2.2333,1.1111,82.222
1.0192,22.33632278,1.7354,1.8389,84.121,1,21.111,1.5667,1.7778,86.667
4.2311,11.10402874,1.5409,-0.0057856,74.688,4.1111,12.222,1.4333,0,73.333
3.5909,18.72018768,2.1255,1.7119,90.722,3.6667,18.889,2.2333,1.7778,91.111
2.3263,29.67309441,2.0877,0.41055,65.45,2.3333,30,2.3667,0.44444,64.444
3.5551,13.75745613,1.9353,0.70452,61.989,2.7778,10,1.3,0.44444,77.778
4.6595,27.23206827,2.0342,0.0074848,59.351,4.5556,27.778,1.8333,0,60
2.8073,28.56658449,2.1527,1.5171,76.71,2.7778,30,2.3667,1.5556,73.333
1.6156,21.47217241,1.6877,0.51893,73.972,1.4444,18.889,1.3,0.44444,73.333
3.845,15.33171753,1.7013,1.6121,78.123,3.6667,14.444,1.7,1.5556,77.778
4.5284,25.90397262,1.8938,0.22423,73.546,4.5556,25.556,1.9667,0.22222,73.333
1.8687,21.73824413,2.094,1.4444,82.691,1.8889,23.333,2.3667,1.5556,77.778
1.501,12.43002838,1.9228,-0.011805,76.383,1.4444,12.222,1.7,0,82.222
0.84186,23.33634442,1.3443,1.7753,73.031,1,23.333,1.3,1.7778,73.333
3.466,23.49244047,2.004,0.62687,74.264,3.6667,25.556,2.2333,0.66667,68.889
4.6115,11.47919713,1.4236,1.7439,93.27,4.5556,12.222,1.3,1.7778,100
3.3549,12.3729744,2.1815,0.44114,75.244,3.2222,12.222,2.1,0.44444,82.222
4.5259,21.3671771,2.0872,0.19708,73.144,4.5556,21.111,2.2333,0.22222,73.333
0.84821,29.466879,1.7835,0.18308,74.064,1,30,2.5,0.22222,68.889
3.1703,23.87609896,2.0661,0.21711,64,3.2222,23.333,2.1,0.22222,64.444
1.8501,27.56015265,1.7155,0.91683,88,1.8889,25.556,1.5667,0.88889,91.111
3.875,20.63477383,2.3162,1.6853,89.416,4.1111,21.111,2.5,1.7778,86.667
4.8738,29.78633112,2.1585,0.26038,63.646,5,30,2.2333,0.22222,64.444
4.2462,12.21125567,1.983,0.85271,57.879,3.6667,10,1.5667,0.66667,68.889
1.0097,26.04256575,1.7429,0.021477,86.204,1,25.556,1.3,0,86.667
3.1951,21.6560275,1.911,0.88239,85.02,3.2222,21.111,1.9667,0.88889,82.222
4.5776,27.1073475,2.2482,1.5828,76.374,5,27.778,2.3667,1.5556,73.333
3.5252,11.6895495,2.2243,0.75648,70.052,3.2222,10,1.9667,0.66667,86.667
3.176,26.11721893,2.2661,0.21707,60.139,3.2222,25.556,2.2333,0.22222,60
2.5325,14.68038953,1.7154,0.29617,63.926,2.3333,14.444,1.3,0.22222,64.444
1.1031,9.895257578,2.0558,0.016025,74.935,1,10,2.2333,0,73.333
2.6594,20.18610214,1.8265,0.54283,86.942,2.3333,16.667,1.4333,0.44444,91.111
1.4478,26.28614207,1.7163,0.21988,61.903,1.4444,25.556,1.5667,0.22222,64.444
2.4311,20.20850005,1.6457,1.6094,75.202,2.3333,18.889,1.7,1.5556,73.333
2.7619,17.54517879,2.1736,1.5313,71.651,2.7778,16.667,2.3667,1.5556,64.444
3.4343,25.85576665,2.0454,1.0291,76.578,3.6667,27.778,2.3667,1.1111,68.889
2.7201,16.29288527,2.0152,0.1999,79.987,2.7778,16.667,2.1,0.22222,82.222
2.363,26.74211672,2.0091,0.48916,100.71,2.3333,25.556,1.7,0.44444,100
3.2778,18.04974368,1.9386,0.68792,67.37,3.2222,16.667,1.9667,0.66667,73.333
4.3612,24.54822727,2.292,0.663,91.776,4.5556,25.556,2.5,0.66667,91.111
3.2766,15.17880053,2.016,1.5532,73.365,3.2222,14.444,2.1,1.5556,68.889
4.1863,26.96147962,2.3769,1.7917,70.72,4.5556,27.778,2.5,1.7778,64.444
1.5065,22.87001181,2.1203,0.21264,100.2,1.4444,23.333,1.8333,0.22222,100
4.9835,20.99938873,1.8757,0.17778,72.542,5,21.111,1.9667,0.22222,73.333
3.7802,26.58982322,2.4264,1.8755,99.922,3.6667,25.556,2.2333,1.7778,100
4.1018,10.71380861,2.2142,0.50026,63.381,3.6667,10,1.9667,0.44444,77.778
4.2486,16.21597685,2.2593,1.6469,82.475,4.5556,16.667,2.5,1.7778,82.222
0.85639,25.4718744,1.5211,1.2531,65.016,1,23.333,1.3,1.1111,68.889
3.611,10.35134198,2.3801,1.3386,75.098,3.6667,10,2.5,1.3333,77.778
1.2115,14.71736705,2.0032,-0.0077807,95.821,1,14.444,1.7,0,95.556
1.4525,20.45640092,1.5238,1.9006,81.389,1.4444,18.889,1.4333,1.7778,91.111
4.9511,27.1759417,1.3951,0.64807,87.752,5,27.778,1.3,0.66667,86.667
2.2943,26.95110416,2.2338,0.083789,100.74,2.3333,27.778,2.5,0,100
3.0614,18.78345096,1.5534,1.0044,85.314,2.7778,16.667,1.3,0.88889,91.111
4.5525,12.65016386,2.0066,1.3681,81.623,4.5556,12.222,2.1,1.3333,82.222
0.72304,15.51720503,2.1211,0.99448,91.507,1,16.667,2.5,1.1111,86.667
3.0496,23.71798772,1.7362,0.76521,72.091,2.7778,18.889,1.5667,0.66667,82.222
3.9312,13.90982831,2.2696,0.42974,59.742,4.1111,14.444,2.3667,0.44444,64.444
4.1632,23.99581905,1.7722,0.21043,64.642,4.1111,23.333,1.7,0.22222,64.444
1.921,24.59793129,1.2948,1.5373,68.218,1.8889,25.556,1.3,1.5556,68.889
1.5651,27.85390588,2.1437,1.6875,79.756,1.4444,30,2.2333,1.7778,77.778
2.4533,24.81622201,2.3644,1.5229,91.246,2.3333,25.556,2.5,1.5556,91.111
2.7823,29.04474666,2.1593,1.0497,100.41,2.7778,30,2.1,1.1111,100
1.8759,26.35064054,1.5477,1.1465,81.427,1.8889,25.556,1.4333,1.1111,82.222
4.5531,23.21013596,1.8308,0.85355,68.88,5,25.556,1.8333,0.88889,60
1.3174,22.44431295,2.0111,1.1907,78.29,1.4444,25.556,2.5,1.3333,68.889
4.2926,7.539819723,2.5106,0.13979,63.369,4.5556,10,2.5,0.22222,64.444
2.8093,16.72909024,2.1474,1.7415,86.559,2.7778,16.667,2.2333,1.7778,86.667
2.5619,10.24634978,1.7277,1.7032,82.677,2.3333,10,1.5667,1.5556,86.667
5.0652,26.49678566,1.5176,0.68226,93.479,5,25.556,1.4333,0.66667,95.556
4.0448,24.64376368,1.8095,0.67058,66.208,4.1111,25.556,1.7,0.66667,60
4.2411,15.13923887,2.2492,0.78796,97.152,4.5556,16.667,2.5,0.88889,91.111
5.0155,23.11115016,2.1337,-0.021512,95.994,5,23.333,2.1,0,95.556
1.837,26.07279617,2.0318,0.85494,99.188,1.8889,25.556,1.9667,0.88889,100
4.9509,22.7097895,1.8319,1.4153,66.762,5,21.111,1.8333,1.3333,64.444
3.7435,24.41498055,1.7781,1.3446,74.766,3.6667,23.333,1.8333,1.3333,77.778
2.7533,23.40988119,1.642,6.17E-05,78.67,2.7778,23.333,1.5667,0,77.778
2.7587,16.18648684,1.779,0.86786,80.44,2.7778,16.667,1.8333,0.88889,82.222
4.3133,21.02012412,2.2466,1.7116,88.149,4.5556,21.111,2.3667,1.7778,86.667
1.1902,15.56968513,2.2297,0.86039,74.03,1,12.222,1.7,0.66667,82.222
2.9273,19.6566786,1.3304,1.1638,80.734,2.7778,18.889,1.3,1.1111,82.222
3.5,18.4451158,2.2901,1.6636,80.948,3.6667,18.889,2.5,1.7778,77.778
3.3965,26.56733942,1.4723,1.3619,74.523,3.2222,25.556,1.4333,1.3333,77.778
4.8406,22.25687247,1.8015,0.47509,95.397,4.5556,21.111,1.7,0.44444,95.556
3.9672,26.14988983,1.304,1.7125,75.634,4.1111,27.778,1.3,1.7778,77.778
4.6306,21.52101476,1.869,0.4335,77.964,4.5556,21.111,1.9667,0.44444,77.778
2.5603,11.82541689,2.1269,0.76515,89.596,2.7778,14.444,2.3667,0.88889,86.667
2.8694,18.04552878,1.905,1.611,74.352,2.7778,16.667,1.9667,1.5556,68.889
1.6295,10.53836637,1.3825,1.8637,68.042,1.4444,10,1.3,1.7778,64.444
4.9813,20.43072756,1.411,1.0157,105.09,5,21.111,1.4333,1.1111,100
4.3931,11.58694956,2.0976,1.8451,80.7,5,12.222,2.3667,2,82.222
2.7562,12.6149264,2.375,1.2923,74.497,2.7778,12.222,2.5,1.3333,73.333
3.7358,30.29766693,1.6658,1.0996,97.018,3.6667,30,1.4333,1.1111,100
2.4524,27.27572947,1.7025,1.5358,75.12,2.3333,27.778,1.7,1.5556,77.778
2.3382,23.25359953,1.4658,0.23396,87.092,2.3333,23.333,1.4333,0.22222,86.667
4.5689,11.76600781,2.1382,0.66167,93.536,5,14.444,2.5,0.88889,86.667
1.8357,23.10454209,1.8954,1.2039,69.887,1.8889,25.556,2.2333,1.3333,60
3.2761,25.13933201,1.7439,1.2916,79.801,3.2222,25.556,1.8333,1.3333,82.222
3.0785,22.95955366,2.2518,1.719,80.405,3.2222,23.333,2.5,1.7778,77.778
2.3476,16.80756081,1.9182,0.27557,95.082,2.3333,16.667,1.7,0.22222,95.556
2.1952,14.08059432,1.9616,0.95405,45.868,1.8889,10,1.4333,0.66667,64.444
4.5469,13.52139728,1.6845,1.0124,86.604,4.5556,14.444,1.8333,1.1111,82.222
4.2221,12.34580097,1.5066,1.9602,82.22,4.1111,12.222,1.3,2,86.667
2.276,27.67919673,1.9494,0.43805,82.354,2.3333,27.778,2.1,0.44444,82.222
3.4474,29.26792973,2.2774,1.3879,98.958,3.2222,27.778,2.1,1.3333,100
4.2631,25.01641687,2.377,1.9789,87.372,4.5556,25.556,2.3667,2,86.667
1.9638,21.53885196,1.5891,0.27769,82.746,1.8889,21.111,1.4333,0.22222,82.222
4.7779,14.61645076,1.9295,1.7725,81.435,5,14.444,1.9667,1.7778,77.778
3.6303,20.87817131,1.4907,1.9278,72.525,3.6667,21.111,1.5667,2,77.778
2.2625,13.55661215,2.1062,0.21383,72.292,2.3333,14.444,2.2333,0.22222,73.333
2.458,14.71722043,1.4318,1.8082,74.014,2.3333,14.444,1.4333,1.7778,73.333
2.2541,26.42512653,1.6093,1.9226,70.361,2.3333,27.778,1.7,2,73.333
2.2398,23.51838813,2.0257,0.0032281,92.119,2.3333,23.333,2.3667,0,91.111
4.0581,16.01624099,1.7437,1.8506,73.796,4.1111,16.667,1.8333,2,73.333
2.528,16.96982108,2.0195,0.78191,83.325,2.7778,18.889,2.3667,0.88889,77.778
3.6288,10.31734448,1.7377,1.8478,80.651,3.6667,10,1.7,1.7778,86.667
4.5978,14.66213095,1.8178,1.5574,69.226,4.5556,14.444,1.8333,1.5556,64.444
4.0488,21.04124329,2.0138,0.1889,86.994,4.1111,21.111,2.2333,0.22222,86.667
4.2313,14.63702147,1.8002,1.3449,96.924,4.1111,14.444,1.8333,1.3333,95.556
4.4745,23.39779524,1.4875,1.7904,63.133,4.5556,23.333,1.4333,1.7778,60
2.2564,13.57858194,2.1856,0.21085,72.299,2.3333,14.444,2.3667,0.22222,73.333
1.4528,21.79069313,1.5893,1.501,75.683,1.4444,18.889,1.4333,1.3333,82.222
2.8671,16.4875504,2.2714,-0.041653,70.409,2.7778,16.667,2.1,0,68.889
1.9698,30.09900097,1.9609,-0.0059478,63.287,1.8889,30,1.5667,0,64.444
3.1041,15.41884009,1.9995,1.0078,80.176,3.2222,16.667,2.2333,1.1111,73.333
1.3475,20.02859286,2.2303,0.94147,74.504,1,14.444,1.4333,0.66667,86.667
3.1099,22.04353742,1.5735,0.50633,87.663,2.7778,18.889,1.3,0.44444,91.111
1.1079,21.74823563,1.8676,0.50272,79.891,1,18.889,1.3,0.44444,82.222
3.2377,23.45912512,2.4682,-0.015341,61.788,3.2222,23.333,2.3667,0,60
3.7898,12.09132555,2.0394,0.64595,60.748,3.6667,12.222,1.9667,0.66667,68.889
1.3575,26.36399889,1.8789,0.58616,77.339,1.4444,30,2.3667,0.66667,73.333
1.8644,17.98954603,2.111,0.41716,71.951,1.8889,18.889,2.3667,0.44444,73.333
3.6667,18.13731874,1.6795,0.82474,78.824,3.2222,14.444,1.4333,0.66667,91.111
3.9688,8.176878899,2.5068,0.15374,64.981,4.1111,10,2.3667,0.22222,64.444
